,Column1,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
958,958,Toksyk27,"Cultural Curator @iyaniwurabooks | Personal Style Coach @styledbytoks | Podcast Host @TheTKChronicles
????????????????, ?????? ???????? ??????????????????","London, England",1409,2875,149796,210,I see Dr. DRE all on the Superbowl commercials so I figured I would remind y'all that he assaulted Dee Barnes (during Superbowl XXV in 1997) pled no contest to the charges in court and SHE was the one Blacklisted from the rap industry because of it.,[]
959,959,Poowadon_Aef,,"Nakhon Pathom, Thailand",294,22,126,833,10 days...#SuperBowl https://t.co/E0ZZqvT9BL,['SuperBowl']
960,960,x4pdn,Hello I’m Andy from Newcastle. Subaru Impreza owner. bulldog owner and have a little human. silver and crypto invester $shib $cro $spell $hbar?? NFT creator,"Newcastle Upon Tyne, England",182,167,1023,3,"on sale! 5 editions Only! #nfts #art #editions #onsale #newart #newnfts #blockchainart #cryptoart #new #nftart #nftcollectors #collectibles #trading #football #SuperBowl #footballart #NFL #kxmxlane #blue #Hike #set #artcollectors 
https://t.co/EboEPLpnHo","['nfts', 'art', 'editions', 'onsale', 'newart', 'newnfts', 'blockchainart', 'cryptoart', 'new', 'nftart', 'nftcollectors']"
961,961,jumpyyum,Mi sentido del humor definitivamente.,"Guadalajara, Jalisco",461,69,11590,78,"Super Bowl, mailob.
#superbowl #nfl https://t.co/r21by6PlHj","['superbowl', 'nfl']"
962,962,VolChiefMan31,Marine veteran 32.I love my Chiefs and Vols!,"Nashville, Tennessee ",3018,1555,16782,1,@RealSkipBayless @undisputed Hope we get Mahomes vs Odell in the superbowl...skip gonna be in tears,[]
963,963,Uwohali12,"?? God, Wife, Son, Fam. Lakewood,CA Raised #Lakeshow ??, #RaiderNation ??, #Dodgers ?, #LAKings ?? da teams. Autism Papa. ?? Dad/????Daddy????& God bless y'all!","Tustin, CA",1761,236,27946,10,"Plenty of #SuperBowl window-dressing at #SofiStadium 
  Not like the @RamsNFL or @49ers need any more motivation!
 #abc7eyewitness #RamsHouse https://t.co/WV8oBA4GqG","['SuperBowl', 'SofiStadium']"
964,964,TheBay49,,,122,46,3257,8,"Winning a Superbowl will not silence Jimmy's critics. At this point nothing will. A ring will only put him into the Dilfer, Flacco, category. He won't gain new found respect just more admiration from those who have had his back since day one.",[]
965,965,genmademon1981,,,221,6,617,0,"@GiantDealDough @Ste_ven3 @PatMcAfeeShow bruh denver hasnt beaten KC in 6 years. The broncos play the chiefs like it’s their superbowl every time they play so of course the games are closer. Chiefs win in a blowout if they dont play them like they are half asleep. Rodgers goes there, different story.",[]
966,966,NoShingtonFurfe,Born In The County Of Cook. UFO Sighting ( Major ) In 1979. Love  Really Cute Women ( Won't Kick A Beauty Out Of Bed ). The Consummate Bachelor.,"Chicago, IL",48,7,11569,0,@Colts No...Thank You! A 2006 SuperBowl. Indianapolis' 1st World Title ( People Sleep On That ). So We Have Much In Common. Indy And Chicago.,[]
967,967,pears7059,Master Hairstylist ? Make-up Artist??  ??amante  apasiando y  amigo,"San Diego, CA",71,327,12777,0,"Which song do you want @maryjblige to perform at the 202 #SuperBowl Halftime show? Vote below!  
 https://t.co/jaaZZifQCJ",['SuperBowl']
968,968,DidierLeclaire2,Finance- Stock/Crypto/NFT Investor @LazyLionsnft.????????????@bubblegumkids @apekidsclub @noncoducks #BTC #Ethereum #Polygon,"Knoxville, TN",4210,4811,3304,0,@noncoducks Jousting will probably be more exciting than the superbowl for me this year. Cant wait!! #Quack https://t.co/iq1JRLQZmw,['Quack']
969,969,Eddie_M__,"LIVE every moment LOVE beyond words LAUGH every day

IG: e_maingi 
FB: Eddie Maingi 
YouTube: The_Real_Beee-E-Z
Snapchat: Beeee-z8","Los Angeles, CA",633,88,648,0,@RealSkipBayless how did you feel about Derrick Henry and the @Titans last weekend?! Do you think the @Bengals are going all the way to the Superbowl?? I definitely do! Watch my video on YouTube The_Real_Beee-E-Z and I have Conference &amp; Superbowl Scores and Predictions! #NFL https://t.co/RMQiHifNyp,['NFL']
970,970,GermanGP86,,"Tegucigalpa, Honduras.",461,66,1182,78,"Super Bowl, mailob.
#superbowl #nfl https://t.co/r21by6PlHj","['superbowl', 'nfl']"
971,971,Veteran4Trump,"Born in Mexico, Naturalized US Citizen, Conservative, Marine Corps Veteran ????????????????",Southern California ,1659,94689,111290,42,"Mark my words.  With the #SuperBowl coming to La next month, you will no longer see homeless tents or encampments on ANY street.  As soon as the #SuperBowl is over, the tents will come back out.  Visit my website https://t.co/dFKJwWzN0H for more info.  #CA26",['SuperBowl']
972,972,dual_coach,The most important team is in the home. Assorted coaching roles in progress. Views shared are my own. Global citizen who values social impact. Go Dees!,Melbourne,227,255,4279,0,Just realised that the @ChicagoBears won the 1986 #Superbowl on #AustraliaDay! Love it when my worlds collide. I didn't arrive in #chitown until '97. Think of #Walter often @paytonsun Aussies need to learn the #superbowlshuffle! https://t.co/zfPypQ1FJe,"['Superbowl', 'AustraliaDay', 'chitown', 'Walter', 'superbowlshuffle']"
973,973,Eddie_M__,"LIVE every moment LOVE beyond words LAUGH every day

IG: e_maingi 
FB: Eddie Maingi 
YouTube: The_Real_Beee-E-Z
Snapchat: Beeee-z8","Los Angeles, CA",633,88,648,0,"The Intro to my new YouTube Video! Check out my channel, subscribe, comment, like &amp; share at The_Real_Beee-E-Z.  I get into my predictions from last week and my predictions for this week &amp; the Superbowl. Also I do a @chrisrock Impersonation. @NFL #NFL #Playoffs #SuperBowl https://t.co/eMSG91mr62","['NFL', 'Playoffs', 'SuperBowl']"
974,974,Cone_Burciaga,Social Media Specialist / Espero que se capte la ironía. No me cremen porque alguna noche bailaré Thriller. Rated R .......???????????,"Chihuahua, Mex",2209,1774,46990,2,Superbowl baby https://t.co/i7Xsw0sau8,[]
975,975,Ivan_Allerson,not allers son,In my own world ,554,534,50045,0,Deebo Samuel will win superbowl mvp…,[]
976,976,a_sobaco,,"Madrid, Comunidad de Madrid",161,147,53012,0,@aidaroans23 @carloslucassw superbowl,[]
977,977,YngCryptoTrader,Just a guy trying to make it.,,206,29,1390,0,@_SNJustin @SteeIerNation I never got to see him play in person. I was stationed in Hawaii the year they went to the superbowl so of course I didn't see him play in the pro bowl. Then I was stationed in SoCal and Vick beat the Chargers ??,[]
978,978,HolschersHuddle,"Youtuber: Chris Holscher. I review fantasy football products, give fantasy football advice, and love fantasy football in general.",United States,65,101,926,0,Superbowl Halftime Show Trailer Reaction https://t.co/EsJlK5oDf0 via @YouTube,[]
979,979,YoussefSamyr,"????? ????? ?? ????? ???? ???? ?????? 
???? ????? ?? ????? ???? ???? ?????? 
??? ????? :
? ????????? ?? ??? ?? ?????? 
????? ??? ??? ???? ???? ?
.
 ???????",,51,25,70,51,"Will [team] win 2021-22 #SuperBowl? Yes/No

Chiefs      +120 / -140
49ers       +430 / -560
Rams       +205 / -240
Bengals   +845 / -1330 https://t.co/Qk7YlrueFL",['SuperBowl']
980,980,GoldBlooded44,,Bay Area,416,280,22208,0,@NFL_Memes Geniuses blocked off half the parking for Superbowl prep ?????,[]
981,981,nguyenngbinhan,,,176,1,355,51,"Will [team] win 2021-22 #SuperBowl? Yes/No

Chiefs      +120 / -140
49ers       +430 / -560
Rams       +205 / -240
Bengals   +845 / -1330 https://t.co/Qk7YlrueFL",['SuperBowl']
982,982,JenCarrT,,"Sacramento, CA",52,8,976,0,@RaidersAQ next year rich will lead the bears to the superbowl.  write that down,[]
983,983,malibousprite,"Still a hopeless romantic masquerading as a misanthrope.
(she/her)","California, USA",1668,241,26089,29,"Inglewood Mayor James Butts told @KnockDotLA the sweeps that are making international headlines have “nothing to do with the Super Bowl.”

????????????????????

#SuperBowlLVI #SuperBowl https://t.co/8lx1bfiPxs https://t.co/3hDpOYbTlY",[]
984,984,steelsupremeli,The Hate Gonna Make Me Turn Up & Do Great Shit,,145,99,10004,1,"21yr old coworker: superbowl halftime is fire, but who’s mary j bl- bli- , idk how to say it 
Me: https://t.co/LokmSVcMRI",[]
985,985,fracionadoo,??@alienfrens @cryptomories @spriteclubnft @monstermatesau @chubbykaijuDAO @littlelemonsnft @fanggangnft,Planet Fren,1065,2723,7304,8,Just scooped up this @Lions fan! Couldn’t resist! LFG @ChubbyKaijuDAO @JAMPZER #crunch #detroit #restoretheroar #SuperBowl https://t.co/qbDfg9oDXa,"['crunch', 'detroit', 'restoretheroar']"
986,986,Antbwan77,"Brickcity Boy, Movies, Comicbooks and Sports fan, Atheist","Newark, NJ",927,29,11513,0,@KevG163 The 2nd greatest Superbowl of all time,[]
987,987,MurrayRizberg,"Baseball, football, movies, politics, chocolate milkshakes, and above all else that cat (aka George aka The Greatest Thing That Has Ever Existed).","New Orleans, LA",52,18,569,0,"Ziggy Stardust enjoying some morning sunshine

#cats
#CatsOfTwitter 
#CatsOnTwitter 
#morning 
#NaturalLight
#RedSox 
#Beatles 
#MarxBrothers
#SuperBowl https://t.co/JiOArvLJp5","['cats', 'CatsOfTwitter', 'CatsOnTwitter', 'morning', 'NaturalLight', 'RedSox', 'Beatles', 'MarxBrothers', 'SuperBowl']"
988,988,outxfspxce,,"Atlanta, GA",74,5,10842,210,I see Dr. DRE all on the Superbowl commercials so I figured I would remind y'all that he assaulted Dee Barnes (during Superbowl XXV in 1997) pled no contest to the charges in court and SHE was the one Blacklisted from the rap industry because of it.,[]
989,989,lapa1958,,,39,25,12919,1,"@nbc
@NBCSports 
Do you count yourselves as patriots? You should air 
Meidastouch ""A Coup in Plain Sight"" during the Superbowl as a public service announcement (PSA) to inform All Americans.",[]
990,990,acekatana,"public defender | @groundgamela | @knockdotla | he/him | I am, in fact, always dressed like this",Hollywood,1142,3358,53367,29,"Inglewood Mayor James Butts told @KnockDotLA the sweeps that are making international headlines have “nothing to do with the Super Bowl.”

????????????????????

#SuperBowlLVI #SuperBowl https://t.co/8lx1bfiPxs https://t.co/3hDpOYbTlY",[]
991,991,luispedro88,ahora a fulll estudio bahhhh,"Lima, Peru",668,58,177,78,"Super Bowl, mailob.
#superbowl #nfl https://t.co/r21by6PlHj","['superbowl', 'nfl']"
992,992,christopherroth,"he/him/his | designing space communications lasers now | still roll w/ @GroundGameLA, @KnockdotLA, & @ktownforall | Former mech. design @inViaRobotics & @SpaceX",Munich & Los Angeles,1371,1712,31721,29,"Inglewood Mayor James Butts told @KnockDotLA the sweeps that are making international headlines have “nothing to do with the Super Bowl.”

????????????????????

#SuperBowlLVI #SuperBowl https://t.co/8lx1bfiPxs https://t.co/3hDpOYbTlY",[]
993,993,MisterCiv,Founder and Owner of https://t.co/c5URTleE0x | YouTuber | Twitch Partner | Small Town Michigan Boy #CivWave,"Austin, TX",887,5978,6027,0,my LMS team can't win a superbowl ):,[]
994,994,superbowlad,"Providing the best Super Bowl advertising news since 1998.
Watch the new ads, and revisit your old favorites! Share your opinion about the best and worst!",East Coast USA,226,391,10826,0,THE MAKERS OF HORMEL® CHILI CREATE FIRST-EVER CHILI CHEESE KEG https://t.co/zKVnIBEozn,[]
995,995,dstrut3000,*Kappa Man *Unapologetically Black *Independent Voter ???? #1911,Los Angeles,461,301,31701,0,"Who needs a ticket to the @SuperBowl ??
#SuperBowlLVI 
#SuperBowl https://t.co/dTNQl6bW3y","['SuperBowlLVI', 'SuperBowl']"
996,996,AFex04,Im just here for football,,158,25,130,0,I got KCvsSF in the superbowl. Even though i rather see Cincy and LA there. #NFL #Bengals #Rams #ChiefsKingdom #sanfrancisco49ers,"['NFL', 'Bengals', 'Rams', 'ChiefsKingdom', 'sanfrancisco49ers']"
997,997,DenisLetonja,Go to https://t.co/2vin8u9ip1 and use my code:TREASURE for 3 free cases??,,433,14,2435,1,"It's the time! The new four hidden cases and special giveaway from Rudy!
?? https://t.co/5N5m3qygCo

Learn more ??and let's ?? join! https://t.co/I5QzGcY2wc",[]
998,998,SFGiants2k13,"Just a normal Nor Cal dude who loves sports, mainly the Giants and 49ers!",NorCal,1521,1341,21807,0,Goodnight everyone. The #49ers win a game on Sunday and they head to the Superbowl. Just an FYI! Sleep well Faithful!,['49ers']
999,999,Noah_Jynx,Moving on to different things.,,112,38,1936,0,"@SantinoCorleon @slow252 @gmfb @KyleBrandt @Chiefs @Bengals @JoeyB Spoiled? We just had to go through a year of some of the worst defensive coaching our team has seen in a long time, right after getting blown the fuck out of the superbowl, and losing 3 very winnable games by ridiculous turnovers and terrible play calling.",[]
1000,1000,TheLostRoy,"Noble and Most Ancient House of Black (but JKR whomst!).   Can be found: painfully rewriting, or defending Iron Man 3",,571,251,19342,210,I see Dr. DRE all on the Superbowl commercials so I figured I would remind y'all that he assaulted Dee Barnes (during Superbowl XXV in 1997) pled no contest to the charges in court and SHE was the one Blacklisted from the rap industry because of it.,[]
1001,1001,Frank3843797392,,,16,0,4207,0,"TRADE russ wilson while you can,whoever you trade it to,,will (NEVER) win a superbowl, with russ wilson,,(BUT) it will get it's (stats)",[]
1002,1002,CeCe_23Spalding,I've learned that u shouldn't go through life w/ a catchers mitt on both hands. You need to be able to throw something back.-Maya A. Writer. Wife. Mum.  #INFJ ?,"Brooklyn, NY from Queens",4997,1594,510899,210,I see Dr. DRE all on the Superbowl commercials so I figured I would remind y'all that he assaulted Dee Barnes (during Superbowl XXV in 1997) pled no contest to the charges in court and SHE was the one Blacklisted from the rap industry because of it.,[]
1003,1003,mighthavemisse1,A show about technological ignorance and pop culture brilliance.,"Los Angeles, CA",99,7,114,0,"Live for 45! LA cleans up for #SuperBowl. #Neuralink tests on humans. #SpaceX crashes into the moon. Movie studios in space. Apple's new emojis. #NeilYoung vs. #JoeRogan. 
#MeatLoaf #LouieAnderson #Superbowl #SuperbowlLVI #Spotify #Wordle
https://t.co/t5LUJlX6ql https://t.co/PTXRzlGjop","['SuperBowl', 'Neuralink', 'SpaceX', 'NeilYoung', 'JoeRogan', 'MeatLoaf', 'LouieAnderson', 'Superbowl', 'SuperbowlLVI', 'Spotify', 'Wordle']"
1004,1004,dryazzie,Just livin life and lovin music!,,1747,162,12781,6,"Speaking like never before, Janet discusses everything including her Superbowl appearance with Justin Timberlake in 2004, the controversy surrounding her brother Michael Jackson, and becoming a mother later in life.

Sky Documentaries. 31 January. #JanetJacksonDoc https://t.co/H6M2QR2Kzq",[]
1005,1005,FrankbyXmas,he/him • wife guy & sports fan ??,,359,430,473063,202,"Packers fans: We haven’t won the big one over in a decade.

Bears fans: We haven’t one the big one in 36 years. 

Vikings fan: We haven’t been to the Superbowl in 45 years.

Lions fan: What’s the Superbowl?

This is where lack of perspective and entitlement really get annoying",[]
1006,1006,CharlesAaronT23,2015 graduate of @IdahoStateU. Former employee at @BlackfootNews. Current employee of @CALRanch. Frequent @Wikipedia editor. Blocked by @MrBig434.,,117,56,5798,0,I'm calling it right now: the team matchup for @NFL @SuperBowl LVI will be between the AFC champion @Chiefs &amp; the NFC champion @RamsNFL. #SBLVI #NFL #NFLPlayoffs,"['SBLVI', 'NFL', 'NFLPlayoffs']"
1007,1007,witchbail,"androgynous... like if a man & woman had a baby. |@DNQPodcast host & beachwhale wailer. love some communism, cartoons, horror n surrealism
pronouns: they.he.she","HellsCape Town, South Africa ",301,809,47438,210,I see Dr. DRE all on the Superbowl commercials so I figured I would remind y'all that he assaulted Dee Barnes (during Superbowl XXV in 1997) pled no contest to the charges in court and SHE was the one Blacklisted from the rap industry because of it.,[]
1008,1008,LCarVjl,,,79,54,2290,78,"Super Bowl, mailob.
#superbowl #nfl https://t.co/r21by6PlHj","['superbowl', 'nfl']"
1009,1009,bobby_salcedo88,,"Manhattan, KS",173,7,407,0,"@RaiderHoncho @derekcarrqb I think the player's just want rich back and they want all their players back to run it again n hope they make it to the superbowl but i want us to get dodds, harbough n if carr doesn't like it then he can bounce",[]
1010,1010,deanseavy,"Die hard 49er fan since 1989. Only here to talk football, and put other fan bases on notice. I'll bring the reciepts",,156,137,24845,0,@PrimNFT @Crazy_CatLady49 @SportsCenter You thought 1 new superbowl was better than 5 old ones? Russ gonna bail and seattle is gonna be #4 in the NFC West for years,[]
1011,1011,forsorrows,"thank you for caring,
nb,
they/them",botswana,1612,572,137132,210,I see Dr. DRE all on the Superbowl commercials so I figured I would remind y'all that he assaulted Dee Barnes (during Superbowl XXV in 1997) pled no contest to the charges in court and SHE was the one Blacklisted from the rap industry because of it.,[]
